I|1537594|384398|384398|0|2874
I|1538778|384694|384694|0|1668
I|1538866|384716|384716|0|6928
I|1539070|375994|384767|2930|0
I|1539242|384810|384810|0|6174
I|1539694|383574|384923|1327|0
I|1540446|378136|385111|9071|0
I|1540726|382388|385181|9382|0
I|1540890|385222|385222|0|3909
I|1541542|356598|385385|7678|0
I|1541798|383498|385449|9186|0
I|1541846|384054|385461|6139|0
I|1542346|385586|385586|0|4162
I|1546714|386678|386678|0|7296
I|1547754|386938|386938|0|8711
I|1547806|360140|386951|750|0
I|1547870|381392|386967|5295|0
I|1548154|387038|387038|0|148
I|1548446|381242|387111|2636|0
I|1548802|387200|387200|0|1415
I|1549522|387380|387380|0|5121
I|1549930|387482|387482|0|5658
I|1550598|386578|387649|3428|0
I|1552214|378790|388053|67|0
I|1552430|384334|388107|8958|0
I|1553542|387166|388385|8235|0
I|1554306|388576|388576|0|2888
I|1554514|388628|388628|0|558
I|1555074|388768|388768|0|5753
I|1555310|382498|388827|4046|0
I|1555346|388836|388836|0|6489
I|1555694|382668|388923|8587|0
I|1556266|389066|389066|0|7830
I|1556518|375440|389129|8973|0
I|1557234|389308|389308|0|1873
I|1557658|389414|389414|0|7053
I|1559162|389790|389790|0|3582
I|1559294|387900|389823|9135|0
I|1560354|390088|390088|0|4752
I|1561726|389038|390431|6716|0
I|1562706|390676|390676|0|8789
I|1563390|365698|390847|257|0
I|1563954|390988|390988|0|6064
I|1564034|391008|391008|0|9011
I|1564474|391118|391118|0|5981
I|1564762|391190|391190|0|3952
I|1564770|391192|391192|0|4700
I|1564778|391194|391194|0|8215
I|1564786|391196|391196|0|1786
I|1564790|365824|391197|4826|0
I|1564794|391198|391198|0|7392
I|1564806|389962|391201|7095|0
I|1564830|387798|391207|1147|0
I|1564834|391208|391208|0|1588
I|1564846|378792|391211|786|0
I|1564850|391212|391212|0|1188
I|1564854|361050|391213|9770|0
I|1564862|384986|391215|4032|0
I|1564866|391216|391216|0|9625
I|1564874|391218|391218|0|5197
I|1564882|391220|391220|0|7107
I|1564886|390316|391221|7158|0
I|1564890|391222|391222|0|139
I|1564902|384614|391225|1755|0
I|1564910|384796|391227|7738|0
I|1564934|389224|391233|1379|0
I|1564938|391234|391234|0|4570
I|1564942|390868|391235|98|0
I|1564946|391236|391236|0|9864
I|1564958|381228|391239|851|0
I|1564970|391242|391242|0|6691
I|1564974|368466|391243|2114|0
I|1564978|391244|391244|0|834
I|1564982|389706|391245|3847|0
I|1564990|386960|391247|4250|0
I|1565010|391252|391252|0|2021
I|1565022|390068|391255|9764|0
I|1565030|367046|391257|7571|0
I|1565038|388558|391259|2029|0
I|1565046|385742|391261|7282|0
I|1565054|380748|391263|9253|0
I|1565058|391264|391264|0|6908
I|1565066|391266|391266|0|1749
I|1565078|390332|391269|570|0
I|1565082|391270|391270|0|1521
I|1565086|354084|391271|9832|0
I|1565094|387558|391273|9460|0
I|1565106|391276|391276|0|8513
I|1565118|388922|391279|4803|0
I|1565126|384494|391281|4816|0
I|1565146|391286|391286|0|229
I|1565154|391288|391288|0|5369
I|1565162|391290|391290|0|9446
I|1565194|391298|391298|0|5883
I|1565206|388448|391301|5336|0
I|1565210|391302|391302|0|7294
I|1565214|387444|391303|4784|0
I|1565218|391304|391304|0|1036
I|1565230|388150|391307|9424|0
I|1565234|391308|391308|0|6866
I|1565238|383198|391309|6764|0
I|1565254|390594|391313|7339|0
I|1565274|391318|391318|0|8951
I|1565310|382072|391327|4726|0
I|1565314|391328|391328|0|3507
I|1565318|389886|391329|5957|0
I|1565338|391334|391334|0|1864
I|1565358|386932|391339|4075|0
I|1565382|369180|391345|3135|0
I|1565390|389984|391347|5445|0
I|1565394|391348|391348|0|2478
I|1565406|364696|391351|5026|0
I|1565410|391352|391352|0|6527
I|1565422|389508|391355|37|0
I|1565426|391356|391356|0|1221
I|1565434|391358|391358|0|1351
I|1565442|391360|391360|0|2124
I|1565450|391362|391362|0|4796
I|1565458|391364|391364|0|8951
I|1565462|369260|391365|1485|0
I|1565466|391366|391366|0|657
I|1565470|390568|391367|128|0
I|1565478|381448|391369|9581|0
I|1565482|391370|391370|0|8914
I|1565502|342702|391375|9141|0
I|1565506|391376|391376|0|6257
I|1565510|385556|391377|7019|0
I|1565522|391380|391380|0|2563
I|1565526|386488|391381|6001|0
I|1565534|388534|391383|1956|0
I|1565538|391384|391384|0|4378
I|1565542|391098|391385|3660|0
I|1565546|391386|391386|0|8360
I|1565550|389268|391387|2627|0
I|1565554|391388|391388|0|3699
I|1565558|387418|391389|6135|0
I|1565562|391390|391390|0|2733
I|1565566|379274|391391|8771|0
I|1565574|382336|391393|4847|0
I|1565586|391396|391396|0|5664
I|1565598|389202|391399|5768|0
I|1565606|390726|391401|6831|0
I|1565610|391402|391402|0|8012
