I|1523446|373728|380861|4970|0
I|1524382|376638|381095|8164|0
I|1524562|381140|381140|0|974
I|1525990|378158|381497|7955|0
I|1526054|380790|381513|9638|0
I|1527770|381942|381942|0|8999
I|1527866|381966|381966|0|9280
I|1530282|382570|382570|0|3391
I|1531334|350328|382833|1516|0
I|1531526|376986|382881|1317|0
I|1532118|376506|383029|6743|0
I|1532210|383052|383052|0|5581
I|1534470|379152|383617|9372|0
I|1535914|383978|383978|0|4209
I|1536402|384100|384100|0|3926
I|1536906|384226|384226|0|8207
I|1537318|367752|384329|7064|0
I|1537350|379784|384337|1401|0
I|1540282|385070|385070|0|1528
I|1540374|364278|385093|5911|0
I|1540422|379644|385105|3395|0
I|1541078|368910|385269|2112|0
I|1541330|385332|385332|0|4026
I|1541350|368320|385337|7773|0
I|1541590|384184|385397|1387|0
I|1541602|385400|385400|0|8414
I|1542334|378016|385583|8016|0
I|1542954|385738|385738|0|8499
I|1543358|380690|385839|7104|0
I|1545150|380116|386287|3264|0
I|1545410|386352|386352|0|5067
I|1546026|386506|386506|0|5994
I|1546218|386554|386554|0|7732
I|1546546|386636|386636|0|3584
I|1546590|378354|386647|2671|0
I|1547290|386822|386822|0|3589
I|1547482|386870|386870|0|6948
I|1547894|382792|386973|218|0
I|1549014|385848|387253|4946|0
I|1549034|387258|387258|0|610
I|1549386|387346|387346|0|4957
I|1549698|387424|387424|0|7965
I|1549702|384104|387425|8383|0
I|1550082|387520|387520|0|2657
I|1550882|387720|387720|0|9017
I|1551414|384918|387853|8211|0
I|1552010|388002|388002|0|8003
I|1552618|388154|388154|0|9648
I|1552654|385413|388163|7542|0
I|1553062|374714|388265|399|0
I|1553862|374634|388465|7427|0
I|1555686|367226|388921|4507|0
I|1555938|388984|388984|0|3348
I|1557358|386042|389339|3527|0
I|1558926|379178|389731|5876|0
I|1559586|389896|389896|0|9113
I|1560906|390226|390226|0|3942
I|1562830|387554|390707|3880|0
I|1563022|384216|390755|2350|0
I|1563294|383273|390823|7200|0
I|1563910|390977|390977|0|4793
I|1563918|386354|390979|90|0
I|1563922|390980|390980|0|823
I|1563934|389938|390983|4932|0
I|1563946|390986|390986|0|2240
I|1563950|382094|390987|6001|0
I|1563962|390990|390990|0|1077
I|1563982|376384|390995|5048|0
I|1563986|390996|390996|0|8918
I|1563994|390998|390998|0|1677
I|1563998|369476|390999|6103|0
I|1564002|391000|391000|0|2569
I|1564006|373724|391001|3766|0
I|1564010|391002|391002|0|2470
I|1564030|390335|391007|2174|0
I|1564042|391010|391010|0|1037
I|1564098|391024|391024|0|9098
I|1564106|391026|391026|0|5270
I|1564114|391028|391028|0|6950
I|1564138|391034|391034|0|5580
I|1564146|391036|391036|0|4424
I|1564154|391038|391038|0|8804
I|1564166|385422|391041|8644|0
I|1564170|391042|391042|0|7996
I|1564174|384642|391043|100|0
I|1564182|383766|391045|584|0
I|1564186|391046|391046|0|6664
I|1564194|391048|391048|0|8880
I|1564246|375580|391061|2051|0
I|1564250|391062|391062|0|955
I|1564254|388000|391063|514|0
I|1564266|391066|391066|0|7936
I|1564274|391068|391068|0|4032
I|1564278|389226|391069|7419|0
I|1564290|391072|391072|0|3804
I|1564298|391074|391074|0|2580
I|1564306|391076|391076|0|9784
I|1564310|390744|391077|7448|0
I|1564314|391078|391078|0|5834
I|1564318|389834|391079|7525|0
I|1564322|391080|391080|0|6657
I|1564326|390880|391081|6625|0
I|1564330|391082|391082|0|6387
I|1564350|390368|391087|5950|0
I|1564354|391088|391088|0|8968
I|1564358|390410|391089|2667|0
I|1564362|391090|391090|0|1685
I|1564366|385886|391091|2114|0
I|1564370|391092|391092|0|8481
I|1564378|391094|391094|0|4188
I|1564394|391098|391098|0|3660
I|1564402|391100|391100|0|9307
I|1564410|391102|391102|0|6685
I|1564414|383614|391103|5596|0
I|1564418|391104|391104|0|80
I|1564426|391106|391106|0|1070
I|1564430|386418|391107|7732|0
I|1564438|374732|391109|7278|0
I|1564462|387578|391115|7953|0
I|1564478|390212|391119|1770|0
I|1564506|391126|391126|0|5820
I|1564510|386128|391127|2215|0
I|1564518|378534|391129|2270|0
I|1564534|383652|391133|3282|0
I|1564546|391136|391136|0|8714
I|1564550|390012|391137|6277|0
I|1564554|391138|391138|0|5368
I|1564558|390094|391139|433|0
I|1564562|391140|391140|0|3375
I|1564578|391144|391144|0|7698
I|1564582|386024|391145|1220|0
I|1564594|391148|391148|0|1769
I|1564602|391150|391150|0|8196
I|1564618|391154|391154|0|1537
I|1564634|391158|391158|0|1850
I|1564638|386006|391159|7544|0
I|1564642|391160|391160|0|7135
I|1564650|391162|391162|0|989
I|1564674|391168|391168|0|3144
I|1564682|391170|391170|0|1609
I|1564686|376008|391171|8624|0
I|1564694|389448|391173|9962|0
I|1564702|382690|391175|8342|0
I|1564710|371012|391177|1100|0
I|1564714|391178|391178|0|5210
I|1564726|371674|391181|2960|0
I|1564730|391182|391182|0|4029
I|1564734|379668|391183|8571|0
I|1564742|388338|391185|494|0
I|1564750|384106|391187|62|0
I|1564754|391188|391188|0|802
I|1564758|388134|391189|3636|0
